"geonameid","name","asciiname","latitude","longitude","country_code","admin1_code","admin1_name","population","timezone","hl","gl"
"3488981","Portmore","Portmore","17.97102","-76.88691","JM","10","Saint Catherine Parish","102861","America/Jamaica","en","JM"
"3835994","Santa Rosa","Santa Rosa","-36.61617","-64.28991","AR","11","La Pampa","102860","America/Argentina/Salta","es","AR"
"3545064","Palma Soriano","Palma Soriano","20.2113","-75.99362","CU","15","Santiago de Cuba Province","102826","America/Havana","es","CU"
"3647637","Cabudare","Cabudare","10.02658","-69.26203","VE","13","Lara","102686","America/Caracas","es","VE"
"3817746","Tepexpan","Tepexpan","19.61387","-98.9364","MX","15","México","102667","America/Mexico_City","es","MX"
"4853423","Davenport","Davenport","41.52364","-90.57764","US","IA","Iowa","102582","America/Chicago","en","US"
"5097529","Edison","Edison","40.51872","-74.4121","US","NJ","New Jersey","102548","America/New_York","en","US"
"3892870","Curicó","Curico","-34.98279","-71.23943","CL","11","Maule Region","102438","America/Santiago","es","CL"
"3509382","La Vega","La Vega","19.22031","-70.53101","DO","30","La Vega","102426","America/Santo_Domingo","es","DO"
"3515062","Tulancingo","Tulancingo","20.08355","-98.36288","MX","13","Hidalgo","102406","America/Mexico_City","es","MX"
"11962417","Perdizes","Perdizes","-23.53872","-46.68093","BR","27","São Paulo","102391","America/Sao_Paulo","pt","BR"
"5731371","Hillsboro","Hillsboro","45.52289","-122.98983","US","OR","Oregon","102347","America/Los_Angeles","en","US"
"3670502","Sabanalarga","Sabanalarga","10.63072","-74.92214","CO","04","Atlántico","102334","America/Bogota","es","CO"
"3469989","Birigui","Birigui","-21.28861","-50.34","BR","27","São Paulo","102277","America/Sao_Paulo","pt","BR"
"3458131","Mairiporã","Mairipora","-23.31861","-46.58667","BR","27","São Paulo","101937","America/Sao_Paulo","pt","BR"
"3518723","Tuxtepec","Tuxtepec","18.0883","-96.12535","MX","20","Oaxaca","101810","America/Mexico_City","es","MX"
"5937615","Delta","Delta","49.14399","-122.9068","CA","02","British Columbia","101668","America/Vancouver","en","CA"
"5475352","Las Cruces","Las Cruces","32.31232","-106.77834","US","NM","New Mexico","101643","America/Denver","en","US"
"3649417","Los Puertos de Altagracia","Los Puertos de Altagracia","10.71492","-71.52168","VE","23","Zulia","101527","America/Caracas","es","VE"
"4926563","South Bend","South Bend","41.68338","-86.25001","US","IN","Indiana","101516","America/Indiana/Indianapolis","en","US"
"10173001","Itaim Bibi","Itaim Bibi","-23.58581","-46.68241","BR","27","São Paulo","101452","America/Sao_Paulo","pt","BR"
"5935277","Dartmouth","Dartmouth","44.67134","-63.57719","CA","07","Nova Scotia","101343","America/Halifax","en","CA"
"5106834","Albany","Albany","42.65258","-73.75623","US","NY","New York","101228","America/New_York","en","US"
"3470451","Barretos","Barretos","-20.55722","-48.56778","BR","27","São Paulo","101220","America/Sao_Paulo","pt","BR"
"3465944","Colatina","Colatina","-19.53944","-40.63056","BR","08","Espírito Santo","101190","America/Sao_Paulo","pt","BR"
"3446621","Teófilo Otoni","Teofilo Otoni","-17.8575","-41.50528","BR","15","Minas Gerais","101170","America/Sao_Paulo","pt","BR"
"3673662","Ocaña","Ocana","8.23773","-73.35604","CO","21","Norte de Santander Department","101158","America/Bogota","es","CO"
"4945121","New Bedford","New Bedford","41.63526","-70.92701","US","MA","Massachusetts","101079","America/New_York","en","US"
"3473964","Guaíba","Guaiba","-30.11389","-51.325","BR","23","Rio Grande do Sul","101024","America/Sao_Paulo","pt","BR"
"3461888","Guarapari","Guarapari","-20.67182","-40.50196","BR","08","Espírito Santo","100925","America/Sao_Paulo","pt","BR"
"3465476","Coronel Fabriciano","Coronel Fabriciano","-19.51861","-42.62889","BR","15","Minas Gerais","100916","America/Sao_Paulo","pt","BR"
"5406602","Vista","Vista","33.20004","-117.24254","US","CA","California","100890","America/Los_Angeles","en","US"
"5577592","Greeley","Greeley","40.42331","-104.70913","US","CO","Colorado","100883","America/Denver","en","US"
"4152820","Davie","Davie","26.06287","-80.2331","US","FL","Florida","100882","America/New_York","en","US"
"3610613","El Progreso","El Progreso","15.4","-87.8","HN","18","Yoro Department","100810","America/Tegucigalpa","es","HN"
"3460899","Itaguaí","Itaguai","-22.85222","-43.77528","BR","21","Rio de Janeiro","100752","America/Sao_Paulo","pt","BR"
"3708306","Juan Díaz","Juan Diaz","9.04059","-79.44083","PA","08","Panamá","100636","America/Panama","es","PA"
"3591062","Puerto Barrios","Puerto Barrios","15.72724","-88.59787","GT","09","Izabal Department","100593","America/Guatemala","es","GT"
"5336477","Chinatown","Chinatown","37.7966","-122.40858","US","CA","California","100574","America/Los_Angeles","en","US"
"3633677","Los Rastrojos","Los Rastrojos","10.02588","-69.24166","VE","13","Lara","100497","America/Caracas","es","VE"
"5530022","San Angelo","San Angelo","31.46377","-100.43704","US","TX","Texas","100450","America/Chicago","en","US"
"5808189","Renton","Renton","47.48288","-122.21707","US","WA","Washington","100242","America/Los_Angeles","en","US"
"3494242","Punta Cana","Punta Cana","18.58182","-68.40431","DO","10","La Altagracia Province","100023","America/Santo_Domingo","es","DO"
"4782167","Roanoke","Roanoke","37.27097","-79.94143","US","VA","Virginia","100011","America/New_York","en","US"
"3451205","Rio das Ostras","Rio das Ostras","-22.52694","-41.945","BR","21","Rio de Janeiro","100000","America/Sao_Paulo","pt","BR"
"3569370","Alamar","Alamar","23.15794","-82.27837","CU","02","Havana","100000","America/Havana","es","CU"
"7280711","Colonia Lindavista","Colonia Lindavista","19.49156","-99.12475","MX","15","México","100000","America/Mexico_City","es","MX"
